SerialNumber,IPAddress,DeviceFamily,User,Password,InletConnect,SSHConnect,InletServerIP,InletServerPort,Model,Location
EOND-000015,192.168.0.16,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Patuakhāli_site|Patuakhāli_site_building 1|Patuakhāli_site_building 1_floor 1
EOND-000016,192.168.0.17,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Garhshankar_site|Garhshankar_site_building 1|Garhshankar_site_building 1_floor 1
EOND-000017,192.168.0.18,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Karūr_site|Karūr_site_building 1|Karūr_site_building 1_floor 1
EOND-000018,192.168.0.19,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Bhawānipatna_site|Bhawānipatna_site_building 1|Bhawānipatna_site_building 1_floor 1
EOND-000019,192.168.0.20,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Ricaurte_site|Ricaurte_site_building 1|Ricaurte_site_building 1_floor 1
EOND-000020,192.168.0.21,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Przasnysz_site|Przasnysz_site_building 1|Przasnysz_site_building 1_floor 1
EOND-000021,192.168.0.22,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Toronto_site|Toronto_site_building 1|Toronto_site_building 1_floor 1
EOND-000022,192.168.0.23,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Hempfield_site|Hempfield_site_building 1|Hempfield_site_building 1_floor 1
EOND-000023,192.168.0.24,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,San Vicente_site|San Vicente_site_building 1|San Vicente_site_building 1_floor 1
EOND-000024,192.168.0.25,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Alcarraz_site|Alcarraz_site_building 1|Alcarraz_site_building 1_floor 1
EOND-000025,192.168.0.26,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Samdrup Jongkhar_site|Samdrup Jongkhar_site_building 1|Samdrup Jongkhar_site_building 1_floor 1
EOND-000026,192.168.0.27,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Shuinancun_site|Shuinancun_site_building 1|Shuinancun_site_building 1_floor 1
EOND-000027,192.168.0.28,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Shuichecun_site|Shuichecun_site_building 1|Shuichecun_site_building 1_floor 1
EOND-000028,192.168.0.29,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Plaza Huincul_site|Plaza Huincul_site_building 1|Plaza Huincul_site_building 1_floor 1
EOND-000029,192.168.0.30,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Khamānon Kalān_site|Khamānon Kalān_site_building 1|Khamānon Kalān_site_building 1_floor 1
EOND-000030,192.168.0.31,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Berri_site|Berri_site_building 1|Berri_site_building 1_floor 1
EOND-000031,192.168.0.32,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Eureka_site|Eureka_site_building 1|Eureka_site_building 1_floor 1
EOND-000032,192.168.0.33,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Santo Antônio_site|Santo Antônio_site_building 1|Santo Antônio_site_building 1_floor 1
EOND-000033,192.168.0.34,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Saidoke_site|Saidoke_site_building 1|Saidoke_site_building 1_floor 1
EOND-000034,192.168.0.35,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Zhaodong_site|Zhaodong_site_building 1|Zhaodong_site_building 1_floor 1
EOND-000035,192.168.0.36,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Dumarao_site|Dumarao_site_building 1|Dumarao_site_building 1_floor 1
EOND-000036,192.168.0.37,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Deruta_site|Deruta_site_building 1|Deruta_site_building 1_floor 1
EOND-000037,192.168.0.38,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Rava-Rus’ka_site|Rava-Rus’ka_site_building 1|Rava-Rus’ka_site_building 1_floor 1
EOND-000038,192.168.0.39,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Mahela_site|Mahela_site_building 1|Mahela_site_building 1_floor 1
EOND-000039,192.168.0.40,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Shelbyville_site|Shelbyville_site_building 1|Shelbyville_site_building 1_floor 1
EOND-000040,192.168.0.41,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Alajuela_site|Alajuela_site_building 1|Alajuela_site_building 1_floor 1
EOND-000041,192.168.0.42,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Nakano_site|Nakano_site_building 1|Nakano_site_building 1_floor 1
EOND-000042,192.168.0.43,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Goldbach_site|Goldbach_site_building 1|Goldbach_site_building 1_floor 1
EOND-000043,192.168.0.44,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Khimlāsa_site|Khimlāsa_site_building 1|Khimlāsa_site_building 1_floor 1
EOND-000044,192.168.0.45,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Porcia_site|Porcia_site_building 1|Porcia_site_building 1_floor 1
EOND-000045,192.168.0.46,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Leutkirch im Allgäu_site|Leutkirch im Allgäu_site_building 1|Leutkirch im Allgäu_site_building 1_floor 1
EOND-000046,192.168.0.47,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Fanyang_site|Fanyang_site_building 1|Fanyang_site_building 1_floor 1
EOND-000047,192.168.0.48,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Minamikarasuyama_site|Minamikarasuyama_site_building 1|Minamikarasuyama_site_building 1_floor 1
EOND-000048,192.168.0.49,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Bayeux_site|Bayeux_site_building 1|Bayeux_site_building 1_floor 1
EOND-000049,192.168.0.50,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,El Tránsito_site|El Tránsito_site_building 1|El Tránsito_site_building 1_floor 1
EOND-000050,192.168.0.51,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Gateway_site|Gateway_site_building 1|Gateway_site_building 1_floor 1
EOND-000051,192.168.0.52,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Sankt Augustin_site|Sankt Augustin_site_building 1|Sankt Augustin_site_building 1_floor 1
EOND-000052,192.168.0.53,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Lakeshore_site|Lakeshore_site_building 1|Lakeshore_site_building 1_floor 1
EOND-000053,192.168.0.54,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Morubāgalu_site|Morubāgalu_site_building 1|Morubāgalu_site_building 1_floor 1
EOND-000054,192.168.0.55,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Abington_site|Abington_site_building 1|Abington_site_building 1_floor 1
EOND-000055,192.168.0.56,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Solonópole_site|Solonópole_site_building 1|Solonópole_site_building 1_floor 1
EOND-000056,192.168.0.57,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Għargħur_site|Għargħur_site_building 1|Għargħur_site_building 1_floor 1
EOND-000057,192.168.0.58,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Moravče_site|Moravče_site_building 1|Moravče_site_building 1_floor 1
EOND-000058,192.168.0.59,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Somain_site|Somain_site_building 1|Somain_site_building 1_floor 1
EOND-000059,192.168.0.60,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tiptūr_site|Tiptūr_site_building 1|Tiptūr_site_building 1_floor 1
EOND-000060,192.168.0.61,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Monett_site|Monett_site_building 1|Monett_site_building 1_floor 1
EOND-000061,192.168.0.62,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kankanālapalle_site|Kankanālapalle_site_building 1|Kankanālapalle_site_building 1_floor 1
EOND-000062,192.168.0.63,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Przeworsk_site|Przeworsk_site_building 1|Przeworsk_site_building 1_floor 1
EOND-000063,192.168.0.64,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Bad Frankenhausen_site|Bad Frankenhausen_site_building 1|Bad Frankenhausen_site_building 1_floor 1
EOND-000064,192.168.0.65,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Cetraro_site|Cetraro_site_building 1|Cetraro_site_building 1_floor 1
EOND-000065,192.168.0.66,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Mājra_site|Mājra_site_building 1|Mājra_site_building 1_floor 1
EOND-000066,192.168.0.67,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,’Aïn Babouche_site|’Aïn Babouche_site_building 1|’Aïn Babouche_site_building 1_floor 1
EOND-000067,192.168.0.68,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Decatur_site|Decatur_site_building 1|Decatur_site_building 1_floor 1
EOND-000068,192.168.0.69,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Sunninghill_site|Sunninghill_site_building 1|Sunninghill_site_building 1_floor 1
EOND-000069,192.168.0.70,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Colangute_site|Colangute_site_building 1|Colangute_site_building 1_floor 1
EOND-000070,192.168.0.71,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Santa Luzia_site|Santa Luzia_site_building 1|Santa Luzia_site_building 1_floor 1
EOND-000071,192.168.0.72,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Biro_site|Biro_site_building 1|Biro_site_building 1_floor 1
EOND-000072,192.168.0.73,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Schiller Park_site|Schiller Park_site_building 1|Schiller Park_site_building 1_floor 1
EOND-000073,192.168.0.74,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Puerto Triunfo_site|Puerto Triunfo_site_building 1|Puerto Triunfo_site_building 1_floor 1
EOND-000074,192.168.0.75,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Yihezhuang_site|Yihezhuang_site_building 1|Yihezhuang_site_building 1_floor 1
EOND-000075,192.168.0.76,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Dumbarton_site|Dumbarton_site_building 1|Dumbarton_site_building 1_floor 1
EOND-000076,192.168.0.77,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Irmo_site|Irmo_site_building 1|Irmo_site_building 1_floor 1
EOND-000077,192.168.0.78,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Semra_site|Semra_site_building 1|Semra_site_building 1_floor 1
EOND-000078,192.168.0.79,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Dzitbalché_site|Dzitbalché_site_building 1|Dzitbalché_site_building 1_floor 1
EOND-000079,192.168.0.80,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Iheddadene_site|Iheddadene_site_building 1|Iheddadene_site_building 1_floor 1
EOND-000080,192.168.0.81,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Lac-Brome_site|Lac-Brome_site_building 1|Lac-Brome_site_building 1_floor 1
EOND-000081,192.168.0.82,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Cangandala_site|Cangandala_site_building 1|Cangandala_site_building 1_floor 1
EOND-000082,192.168.0.83,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Paducah_site|Paducah_site_building 1|Paducah_site_building 1_floor 1
EOND-000083,192.168.0.84,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Säter_site|Säter_site_building 1|Säter_site_building 1_floor 1
EOND-000084,192.168.0.85,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Shanshan_site|Shanshan_site_building 1|Shanshan_site_building 1_floor 1
EOND-000085,192.168.0.86,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Cardoso_site|Cardoso_site_building 1|Cardoso_site_building 1_floor 1
EOND-000086,192.168.0.87,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Manne Ekeli_site|Manne Ekeli_site_building 1|Manne Ekeli_site_building 1_floor 1
EOND-000087,192.168.0.88,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Hong Kong_site|Hong Kong_site_building 1|Hong Kong_site_building 1_floor 1
EOND-000088,192.168.0.89,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Fern Down_site|Fern Down_site_building 1|Fern Down_site_building 1_floor 1
EOND-000089,192.168.0.90,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Carmo_site|Carmo_site_building 1|Carmo_site_building 1_floor 1
EOND-000090,192.168.0.91,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Uch-Korgon_site|Uch-Korgon_site_building 1|Uch-Korgon_site_building 1_floor 1
EOND-000091,192.168.0.92,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Babahoyo_site|Babahoyo_site_building 1|Babahoyo_site_building 1_floor 1
EOND-000092,192.168.0.93,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Jettihalli_site|Jettihalli_site_building 1|Jettihalli_site_building 1_floor 1
EOND-000093,192.168.0.94,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Norala_site|Norala_site_building 1|Norala_site_building 1_floor 1
EOND-000094,192.168.0.95,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Lohāgāra_site|Lohāgāra_site_building 1|Lohāgāra_site_building 1_floor 1
EOND-000095,192.168.0.96,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Duartina_site|Duartina_site_building 1|Duartina_site_building 1_floor 1
EOND-000096,192.168.0.97,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Saint-Dié-des-Vosges_site|Saint-Dié-des-Vosges_site_building 1|Saint-Dié-des-Vosges_site_building 1_floor 1
EOND-000097,192.168.0.98,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Dinga_site|Dinga_site_building 1|Dinga_site_building 1_floor 1
EOND-000098,192.168.0.99,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Costa de Caparica_site|Costa de Caparica_site_building 1|Costa de Caparica_site_building 1_floor 1
EOND-000099,192.168.0.100,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Santa Lucia La Reforma_site|Santa Lucia La Reforma_site_building 1|Santa Lucia La Reforma_site_building 1_floor 1
EOND-000100,192.168.0.101,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Douentza_site|Douentza_site_building 1|Douentza_site_building 1_floor 1
EOND-000101,192.168.0.102,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Motiong_site|Motiong_site_building 1|Motiong_site_building 1_floor 1
EOND-000102,192.168.0.103,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tzucacab_site|Tzucacab_site_building 1|Tzucacab_site_building 1_floor 1
EOND-000103,192.168.0.104,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Gonzalez_site|Gonzalez_site_building 1|Gonzalez_site_building 1_floor 1
EOND-000104,192.168.0.105,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Sisai_site|Sisai_site_building 1|Sisai_site_building 1_floor 1
EOND-000105,192.168.0.106,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Navelim_site|Navelim_site_building 1|Navelim_site_building 1_floor 1
EOND-000106,192.168.0.107,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Sherwood_site|Sherwood_site_building 1|Sherwood_site_building 1_floor 1
EOND-000107,192.168.0.108,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Los Hidalgos_site|Los Hidalgos_site_building 1|Los Hidalgos_site_building 1_floor 1
EOND-000108,192.168.0.109,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Qualiano_site|Qualiano_site_building 1|Qualiano_site_building 1_floor 1
EOND-000109,192.168.0.110,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Shar_site|Shar_site_building 1|Shar_site_building 1_floor 1
EOND-000110,192.168.0.111,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Sabnima_site|Sabnima_site_building 1|Sabnima_site_building 1_floor 1
EOND-000111,192.168.0.112,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Qo‘rg‘ontepa_site|Qo‘rg‘ontepa_site_building 1|Qo‘rg‘ontepa_site_building 1_floor 1
EOND-000112,192.168.0.113,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Balsas_site|Balsas_site_building 1|Balsas_site_building 1_floor 1
EOND-000113,192.168.0.114,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Linganaboyinacherla_site|Linganaboyinacherla_site_building 1|Linganaboyinacherla_site_building 1_floor 1
EOND-000114,192.168.0.115,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Riverview_site|Riverview_site_building 1|Riverview_site_building 1_floor 1
EOND-000115,192.168.0.116,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Front Royal_site|Front Royal_site_building 1|Front Royal_site_building 1_floor 1
EOND-000116,192.168.0.117,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Puerto Galera_site|Puerto Galera_site_building 1|Puerto Galera_site_building 1_floor 1
EOND-000117,192.168.0.118,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Pimpalgaon Rājā_site|Pimpalgaon Rājā_site_building 1|Pimpalgaon Rājā_site_building 1_floor 1
EOND-000118,192.168.0.119,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Al Midhnab_site|Al Midhnab_site_building 1|Al Midhnab_site_building 1_floor 1
EOND-000119,192.168.0.120,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Bariyārpur_site|Bariyārpur_site_building 1|Bariyārpur_site_building 1_floor 1
EOND-000120,192.168.0.121,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Racconigi_site|Racconigi_site_building 1|Racconigi_site_building 1_floor 1
EOND-000121,192.168.0.122,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Welver_site|Welver_site_building 1|Welver_site_building 1_floor 1
EOND-000122,192.168.0.123,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Günzburg_site|Günzburg_site_building 1|Günzburg_site_building 1_floor 1
EOND-000123,192.168.0.124,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Nayāgaon_site|Nayāgaon_site_building 1|Nayāgaon_site_building 1_floor 1
EOND-000124,192.168.0.125,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Guararapes_site|Guararapes_site_building 1|Guararapes_site_building 1_floor 1
EOND-000125,192.168.0.126,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Sai Wan Ho_site|Sai Wan Ho_site_building 1|Sai Wan Ho_site_building 1_floor 1
EOND-000126,192.168.0.127,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Westchester_site|Westchester_site_building 1|Westchester_site_building 1_floor 1
EOND-000127,192.168.0.128,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Alagoinha_site|Alagoinha_site_building 1|Alagoinha_site_building 1_floor 1
EOND-000128,192.168.0.129,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Camoapa_site|Camoapa_site_building 1|Camoapa_site_building 1_floor 1
EOND-000129,192.168.0.130,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Nicoya_site|Nicoya_site_building 1|Nicoya_site_building 1_floor 1
EOND-000130,192.168.0.131,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Khiria_site|Khiria_site_building 1|Khiria_site_building 1_floor 1
EOND-000131,192.168.0.132,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kaviti_site|Kaviti_site_building 1|Kaviti_site_building 1_floor 1
EOND-000132,192.168.0.133,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Adjahomé_site|Adjahomé_site_building 1|Adjahomé_site_building 1_floor 1
EOND-000133,192.168.0.134,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Samacá_site|Samacá_site_building 1|Samacá_site_building 1_floor 1
EOND-000134,192.168.0.135,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Piratininga_site|Piratininga_site_building 1|Piratininga_site_building 1_floor 1
EOND-000135,192.168.0.136,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Stillorgan_site|Stillorgan_site_building 1|Stillorgan_site_building 1_floor 1
EOND-000136,192.168.0.137,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Americana_site|Americana_site_building 1|Americana_site_building 1_floor 1
EOND-000137,192.168.0.138,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Loxstedt_site|Loxstedt_site_building 1|Loxstedt_site_building 1_floor 1
EOND-000138,192.168.0.139,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,San Vito_site|San Vito_site_building 1|San Vito_site_building 1_floor 1
EOND-000139,192.168.0.140,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Lala Musa_site|Lala Musa_site_building 1|Lala Musa_site_building 1_floor 1
EOND-000140,192.168.0.141,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Vienna_site|Vienna_site_building 1|Vienna_site_building 1_floor 1
EOND-000141,192.168.0.142,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Brieselang_site|Brieselang_site_building 1|Brieselang_site_building 1_floor 1
EOND-000142,192.168.0.143,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Roncador_site|Roncador_site_building 1|Roncador_site_building 1_floor 1
EOND-000143,192.168.0.144,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Oullins_site|Oullins_site_building 1|Oullins_site_building 1_floor 1
EOND-000144,192.168.0.145,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Tāramangalam_site|Tāramangalam_site_building 1|Tāramangalam_site_building 1_floor 1
EOND-000145,192.168.0.146,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Catacamas_site|Catacamas_site_building 1|Catacamas_site_building 1_floor 1
EOND-000146,192.168.0.147,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Kasba Tanora_site|Kasba Tanora_site_building 1|Kasba Tanora_site_building 1_floor 1
EOND-000147,192.168.0.148,EXOS,admin,Extreme@123,false,false,10.64.194.54,8090,X435-24P-4S,Covina_site|Covina_site_building 1|Covina_site_building 1_floor 1
